2025-12-06 01:13:10 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:59:19 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:59:19 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:59:19 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:59:20 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:59:20 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:59:20 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:02:42 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:03:22 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:05:40 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:06:36 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:08:18 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:09:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:09:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:09:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:09:46 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1689 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 11:09:46 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1782 | Transcript ready: 268 chars
2025-12-06 11:10:02 | WARNING  | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1865 | Failed to save history: name 'history_manager' is not defined
2025-12-06 11:10:04 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1879 | Added meeting test_20251206_111002 to RAG system
2025-12-06 11:10:14 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1689 | Processing upload: type=audio, meeting_type=meeting, diarization=False
2025-12-06 11:10:29 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1689 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 11:10:29 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1782 | Transcript ready: 268 chars
2025-12-06 11:10:45 | WARNING  | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1865 | Failed to save history: name 'history_manager' is not defined
2025-12-06 11:10:46 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1879 | Added meeting test_20251206_111045 to RAG system
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:12:06 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:12:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:12:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:12:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:12:30 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:12:30 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:12:30 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:12:45 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1690 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 11:12:45 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1783 | Transcript ready: 268 chars
2025-12-06 11:13:04 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1880 | Added meeting test_20251206_111303 to RAG system
2025-12-06 11:14:13 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1690 | Processing upload: type=audio, meeting_type=meeting, diarization=False
2025-12-06 11:14:27 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1690 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 11:14:27 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1783 | Transcript ready: 268 chars
2025-12-06 11:14:44 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1880 | Added meeting test_20251206_111443 to RAG system
2025-12-06 11:22:47 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:22:47 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:22:47 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:23:04 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:23:04 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:23:04 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:31:06 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:31:06 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:31:06 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:31:24 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:31:24 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:31:24 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:37:17 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:37:17 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:37:17 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:39:41 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:39:41 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:39:41 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:50:13 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:50:13 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:50:13 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:50:27 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:50:27 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:50:27 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:56:23 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:56:23 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:56:23 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 11:56:36 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 11:56:36 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 11:56:36 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
